atom_id,id,element
TR059_90,TR059,h
TR059_91,TR059,h
TR059_92,TR059,h
TR059_93,TR059,h
TR059_94,TR059,h
TR059_95,TR059,h
TR059_96,TR059,h
TR059_97,TR059,h
TR059_98,TR059,h
TR059_99,TR059,h
TR061_1,TR061,n
TR061_10,TR061,cl
TR061_11,TR061,cl
TR061_12,TR061,cl
TR061_13,TR061,cl
TR061_14,TR061,cl
TR061_2,TR061,o
TR061_3,TR061,o
TR061_4,TR061,c
TR061_5,TR061,c
TR061_6,TR061,c
TR061_7,TR061,c
TR061_8,TR061,c
TR061_9,TR061,c
TR063_1,TR063,n
TR063_10,TR063,h
TR063_11,TR063,h
TR063_12,TR063,h
TR063_13,TR063,h
TR063_14,TR063,h
TR063_15,TR063,h
TR063_16,TR063,h
TR063_2,TR063,c
TR063_3,TR063,c
TR063_4,TR063,c
TR063_5,TR063,n
TR063_6,TR063,c
TR063_7,TR063,c
TR063_8,TR063,c
TR063_9,TR063,cl
TR064_1,TR064,n
TR064_10,TR064,c
TR064_11,TR064,c
TR064_12,TR064,c
TR064_13,TR064,c
TR064_14,TR064,h
TR064_15,TR064,h
TR064_16,TR064,h
TR064_17,TR064,h
TR064_18,TR064,h
TR064_19,TR064,h
TR064_2,TR064,o
TR064_20,TR064,h
TR064_3,TR064,o
TR064_4,TR064,c
TR064_5,TR064,c
TR064_6,TR064,c
TR064_7,TR064,c
TR064_8,TR064,c
TR064_9,TR064,c
TR066_1,TR066,c
TR066_2,TR066,c
TR066_3,TR066,cl
TR066_4,TR066,cl
TR066_5,TR066,h
TR066_6,TR066,h
TR066_7,TR066,h
TR066_8,TR066,h
TR068_1,TR068,c
TR068_2,TR068,c
TR068_3,TR068,cl
TR068_4,TR068,cl
TR068_5,TR068,cl
TR068_6,TR068,cl
TR068_7,TR068,cl
TR068_8,TR068,cl
TR071_1,TR071,o
TR071_10,TR071,n
TR071_11,TR071,c
TR071_12,TR071,c
TR071_13,TR071,c
TR071_14,TR071,c
TR071_15,TR071,c
TR071_16,TR071,h
TR071_17,TR071,h
TR071_18,TR071,h
TR071_19,TR071,h
TR071_2,TR071,c
TR071_20,TR071,h
TR071_21,TR071,h
TR071_22,TR071,h
TR071_23,TR071,h
TR071_24,TR071,h
TR071_25,TR071,h
TR071_26,TR071,h
TR071_27,TR071,h
TR071_3,TR071,c
TR071_4,TR071,o
TR071_5,TR071,c
TR071_6,TR071,n
TR071_7,TR071,c
TR071_8,TR071,c
TR071_9,TR071,c
TR072_1,TR072,c
TR072_10,TR072,c
TR072_11,TR072,c
TR072_12,TR072,c
TR072_13,TR072,o
TR072_14,TR072,cl
TR072_15,TR072,c
TR072_16,TR072,c
TR072_17,TR072,c
TR072_18,TR072,c
TR072_19,TR072,c
TR072_2,TR072,n
TR072_20,TR072,c
TR072_21,TR072,c
TR072_22,TR072,h
TR072_23,TR072,h
TR072_24,TR072,h
TR072_25,TR072,h
TR072_26,TR072,h
TR072_27,TR072,h
TR072_28,TR072,h
TR072_29,TR072,h
TR072_3,TR072,c
TR072_30,TR072,h
TR072_31,TR072,h
TR072_32,TR072,h
TR072_33,TR072,h
TR072_34,TR072,h
TR072_35,TR072,h
TR072_36,TR072,h
TR072_37,TR072,h
TR072_38,TR072,h
TR072_39,TR072,h
TR072_4,TR072,c
TR072_40,TR072,h
TR072_41,TR072,h
TR072_42,TR072,h
TR072_43,TR072,h
TR072_44,TR072,cl
TR072_45,TR072,h
TR072_5,TR072,c
TR072_6,TR072,c
TR072_7,TR072,c
TR072_8,TR072,c
TR072_9,TR072,c
TR073_1,TR073,c
TR073_2,TR073,c
TR073_3,TR073,c
TR073_4,TR073,cl
TR073_5,TR073,h
TR073_6,TR073,h
TR073_7,TR073,h
TR073_8,TR073,h
TR073_9,TR073,h
TR074_1,TR074,cl
TR074_2,TR074,c
TR074_3,TR074,c
TR074_4,TR074,cl
TR074_5,TR074,cl
TR074_6,TR074,h
TR074_7,TR074,h
TR074_8,TR074,h
TR076_1,TR076,p
TR076_10,TR076,c
TR076_11,TR076,c
TR076_12,TR076,c
TR076_13,TR076,br
TR076_14,TR076,c
TR076_15,TR076,br
TR076_16,TR076,c
TR076_17,TR076,br
TR076_18,TR076,br
TR076_19,TR076,br
TR076_2,TR076,o
TR076_20,TR076,br
TR076_21,TR076,h
TR076_22,TR076,h
TR076_23,TR076,h
TR076_24,TR076,h
TR076_25,TR076,h
TR076_26,TR076,h
TR076_27,TR076,h
TR076_28,TR076,h
TR076_29,TR076,h
TR076_3,TR076,o
TR076_30,TR076,h
TR076_31,TR076,h
TR076_32,TR076,h
TR076_33,TR076,h
TR076_34,TR076,h
TR076_35,TR076,h
TR076_4,TR076,o
TR076_5,TR076,o
TR076_6,TR076,c
TR076_7,TR076,c
TR076_8,TR076,c
TR076_9,TR076,c
TR077_1,TR077,c
TR077_10,TR077,n
TR077_11,TR077,c
TR077_12,TR077,c
TR077_13,TR077,n
TR077_14,TR077,c
TR077_15,TR077,c
TR077_16,TR077,c
TR077_17,TR077,cl
TR077_18,TR077,h
TR077_19,TR077,h
TR077_2,TR077,c
TR077_20,TR077,h
TR077_21,TR077,h
TR077_22,TR077,h
TR077_23,TR077,h
TR077_24,TR077,h
TR077_25,TR077,h
TR077_26,TR077,h
TR077_27,TR077,h
TR077_28,TR077,h
TR077_29,TR077,h
TR077_3,TR077,c
TR077_30,TR077,h
TR077_4,TR077,c
TR077_5,TR077,n
TR077_6,TR077,c
TR077_7,TR077,c
TR077_8,TR077,c
TR077_9,TR077,n
TR078_1,TR078,c
TR078_10,TR078,c
TR078_11,TR078,c
TR078_12,TR078,c
TR078_13,TR078,c
TR078_14,TR078,o
TR078_15,TR078,n
TR078_16,TR078,o
TR078_17,TR078,o
TR078_18,TR078,n
TR078_19,TR078,o
TR078_2,TR078,c
TR078_20,TR078,h
TR078_21,TR078,h
TR078_22,TR078,h
TR078_23,TR078,h
TR078_24,TR078,h
TR078_25,TR078,h
TR078_26,TR078,h
TR078_27,TR078,h
TR078_28,TR078,h
TR078_29,TR078,h
TR078_3,TR078,n
TR078_30,TR078,h
TR078_31,TR078,h
TR078_32,TR078,h
TR078_33,TR078,h
TR078_34,TR078,h
TR078_35,TR078,h
TR078_4,TR078,c
TR078_5,TR078,n
TR078_6,TR078,c
TR078_7,TR078,c
TR078_8,TR078,c
TR078_9,TR078,c
TR080_1,TR080,c
TR080_10,TR080,h
TR080_11,TR080,h
TR080_12,TR080,h
TR080_13,TR080,h
TR080_14,TR080,h
TR080_2,TR080,c
TR080_3,TR080,o
TR080_4,TR080,c
TR080_5,TR080,c
TR080_6,TR080,o
TR080_7,TR080,h
TR080_8,TR080,h
TR080_9,TR080,h
TR081_1,TR081,p
TR081_10,TR081,h
TR081_11,TR081,h
TR081_12,TR081,h
TR081_13,TR081,h
TR081_14,TR081,h
TR081_15,TR081,h
TR081_16,TR081,h
TR081_17,TR081,h
TR081_2,TR081,o
TR081_3,TR081,o
TR081_4,TR081,o
TR081_5,TR081,o
TR081_6,TR081,c
TR081_7,TR081,c
TR081_8,TR081,c
TR081_9,TR081,h
TR082_1,TR082,n
TR082_10,TR082,c
TR082_11,TR082,c
TR082_12,TR082,c
TR082_13,TR082,c
TR082_14,TR082,n
TR082_15,TR082,h
TR082_16,TR082,h
TR082_17,TR082,h
TR082_18,TR082,h
TR082_19,TR082,h
TR082_2,TR082,c
TR082_20,TR082,h
TR082_21,TR082,h
TR082_22,TR082,h
TR082_23,TR082,h
TR082_24,TR082,h
TR082_25,TR082,h
TR082_26,TR082,h
TR082_3,TR082,c
TR082_4,TR082,c
TR082_5,TR082,c
TR082_6,TR082,c
TR082_7,TR082,c
TR082_8,TR082,c
TR082_9,TR082,c
TR083_1,TR083,c
TR083_10,TR083,o
TR083_11,TR083,o
TR083_12,TR083,h
TR083_13,TR083,h
TR083_14,TR083,h
TR083_15,TR083,h
TR083_16,TR083,h
TR083_17,TR083,h
TR083_18,TR083,h
TR083_19,TR083,h
TR083_2,TR083,n
TR083_20,TR083,h
TR083_21,TR083,h
TR083_22,TR083,h
TR083_23,TR083,h
TR083_3,TR083,c
TR083_4,TR083,n
TR083_5,TR083,c
TR083_6,TR083,o
TR083_7,TR083,c
TR083_8,TR083,c
TR083_9,TR083,c
TR084_1,TR084,c
TR084_10,TR084,n
TR084_11,TR084,h
TR084_12,TR084,h
TR084_13,TR084,h
TR084_14,TR084,h
TR084_15,TR084,h
TR084_16,TR084,h
TR084_17,TR084,h
TR084_18,TR084,h
TR084_19,TR084,h
TR084_2,TR084,c
TR084_20,TR084,h
TR084_21,TR084,s
TR084_22,TR084,o
TR084_23,TR084,o
TR084_24,TR084,o
TR084_25,TR084,o
TR084_26,TR084,h
TR084_27,TR084,h
TR084_3,TR084,c
TR084_4,TR084,c
TR084_5,TR084,c
TR084_6,TR084,c
TR084_7,TR084,o
TR084_8,TR084,c
TR084_9,TR084,n
TR085_1,TR085,c
TR085_10,TR085,h
TR085_11,TR085,h
TR085_12,TR085,h
TR085_13,TR085,h
TR085_14,TR085,h
TR085_15,TR085,h
TR085_16,TR085,h
TR085_2,TR085,c
TR085_3,TR085,c
TR085_4,TR085,c
TR085_5,TR085,c
TR085_6,TR085,c
TR085_7,TR085,cl
TR085_8,TR085,n
TR085_9,TR085,n
TR089_1,TR089,c
TR089_10,TR089,h
TR089_11,TR089,h
TR089_12,TR089,h
TR089_13,TR089,h
TR089_14,TR089,h
TR089_15,TR089,h
TR089_16,TR089,h
TR089_17,TR089,h
TR089_18,TR089,h
TR089_19,TR089,cl
TR089_2,TR089,c
TR089_20,TR089,h
TR089_3,TR089,c
TR089_4,TR089,c
TR089_5,TR089,c
TR089_6,TR089,c
TR089_7,TR089,n
TR089_8,TR089,o
TR089_9,TR089,c
TR090_1,TR090,c
TR090_10,TR090,c
TR090_11,TR090,c
TR090_12,TR090,c
TR090_13,TR090,c
TR090_14,TR090,c
TR090_15,TR090,c
TR090_16,TR090,cl
TR090_17,TR090,cl
TR090_18,TR090,cl
TR090_19,TR090,cl
TR090_2,TR090,o
TR090_20,TR090,cl
TR090_21,TR090,h
TR090_22,TR090,h
TR090_23,TR090,h
TR090_24,TR090,h
TR090_25,TR090,h
TR090_26,TR090,h
TR090_27,TR090,h
TR090_28,TR090,h
TR090_29,TR090,h
TR090_3,TR090,c
TR090_4,TR090,c
TR090_5,TR090,c
TR090_6,TR090,c
TR090_7,TR090,c
TR090_8,TR090,c
TR090_9,TR090,c
TR091_1,TR091,o
TR091_10,TR091,o
TR091_11,TR091,n
TR091_12,TR091,c
TR091_13,TR091,c
TR091_14,TR091,c
TR091_15,TR091,c
TR091_16,TR091,c
TR091_17,TR091,c
TR091_18,TR091,cl
TR091_19,TR091,n
TR091_2,TR091,c
TR091_20,TR091,o
TR091_21,TR091,o
TR091_22,TR091,h
TR091_23,TR091,h
TR091_24,TR091,h
TR091_25,TR091,h
TR091_26,TR091,h
TR091_27,TR091,h
TR091_28,TR091,h
TR091_29,TR091,h
TR091_3,TR091,c
TR091_4,TR091,c
TR091_5,TR091,c
TR091_6,TR091,cl
TR091_7,TR091,c
TR091_8,TR091,c
TR091_9,TR091,c
TR092_1,TR092,n
TR092_10,TR092,c
TR092_11,TR092,c
TR092_12,TR092,c
TR092_13,TR092,c
TR092_14,TR092,c
TR092_15,TR092,h
TR092_16,TR092,h
TR092_17,TR092,h
TR092_18,TR092,h
TR092_19,TR092,h
TR092_2,TR092,n
TR092_20,TR092,h
TR092_21,TR092,h
TR092_22,TR092,h
TR092_23,TR092,h
TR092_24,TR092,h
TR092_25,TR092,h
TR092_26,TR092,h
TR092_3,TR092,c
TR092_4,TR092,c
TR092_5,TR092,c
TR092_6,TR092,c
TR092_7,TR092,c
TR092_8,TR092,c
TR092_9,TR092,c
TR093_1,TR093,c
TR093_10,TR093,c
TR093_11,TR093,c
TR093_12,TR093,c
TR093_13,TR093,c
TR093_14,TR093,c
TR093_15,TR093,c
TR093_16,TR093,n
TR093_17,TR093,h
TR093_18,TR093,h
TR093_19,TR093,h
TR093_2,TR093,c
TR093_20,TR093,h
TR093_21,TR093,h
TR093_22,TR093,h
TR093_23,TR093,h
TR093_24,TR093,h
TR093_25,TR093,h
TR093_26,TR093,h
TR093_27,TR093,h
TR093_28,TR093,h
TR093_29,TR093,h
TR093_3,TR093,n
TR093_30,TR093,h
TR093_31,TR093,cl
TR093_32,TR093,h
TR093_4,TR093,c
TR093_5,TR093,c
TR093_6,TR093,c
TR093_7,TR093,c
TR093_8,TR093,c
TR093_9,TR093,c
TR094_1,TR094,c
TR094_10,TR094,o
TR094_11,TR094,o
TR094_12,TR094,h
TR094_13,TR094,h
TR094_14,TR094,h
TR094_15,TR094,h
TR094_16,TR094,h
TR094_17,TR094,h
TR094_2,TR094,c
TR094_3,TR094,c
TR094_4,TR094,c
TR094_5,TR094,c
TR094_6,TR094,c
TR094_7,TR094,o
TR094_8,TR094,n
TR094_9,TR094,n
TR095_1,TR095,cl
TR095_10,TR095,cl
TR095_11,TR095,h
TR095_12,TR095,h
TR095_13,TR095,h
TR095_14,TR095,h
TR095_15,TR095,h
TR095_16,TR095,h
TR095_2,TR095,h
TR095_3,TR095,c
TR095_4,TR095,c
TR095_5,TR095,n
TR095_6,TR095,c
TR095_7,TR095,c
TR095_8,TR095,c
TR095_9,TR095,c
TR096_1,TR096,c
TR096_10,TR096,c
TR096_11,TR096,o
TR096_12,TR096,c
TR096_13,TR096,o
TR096_14,TR096,p
TR096_15,TR096,o
TR096_16,TR096,o
TR096_17,TR096,s
TR096_18,TR096,c
TR096_19,TR096,c
TR096_2,TR096,c
TR096_20,TR096,c
TR096_21,TR096,c
TR096_22,TR096,c
TR096_23,TR096,h
TR096_24,TR096,h
TR096_25,TR096,h
TR096_26,TR096,h
TR096_27,TR096,h
TR096_28,TR096,h
TR096_29,TR096,h
TR096_3,TR096,c
TR096_30,TR096,h
TR096_31,TR096,h
TR096_32,TR096,h
TR096_33,TR096,h
TR096_34,TR096,h
TR096_35,TR096,h
TR096_36,TR096,h
TR096_37,TR096,h
TR096_38,TR096,h
TR096_4,TR096,c
TR096_5,TR096,c
TR096_6,TR096,cl
TR096_7,TR096,c
TR096_8,TR096,c
TR096_9,TR096,o
TR098_1,TR098,c
TR098_10,TR098,c
TR098_11,TR098,c
TR098_12,TR098,h
TR098_13,TR098,h
TR098_14,TR098,h
TR098_15,TR098,h
TR098_16,TR098,h
TR098_17,TR098,h
TR098_18,TR098,h
TR098_19,TR098,h
TR098_2,TR098,c
TR098_20,TR098,h
TR098_21,TR098,h
TR098_22,TR098,h
TR098_23,TR098,h
TR098_24,TR098,h
TR098_25,TR098,h
TR098_26,TR098,h
TR098_27,TR098,h
TR098_28,TR098,h
TR098_29,TR098,h
TR098_3,TR098,c
TR098_30,TR098,h
TR098_31,TR098,h
TR098_4,TR098,c
TR098_5,TR098,c
TR098_6,TR098,c
TR098_7,TR098,o
TR098_8,TR098,c
TR098_9,TR098,c
TR100_1,TR100,c
TR100_10,TR100,o
TR100_11,TR100,h
TR100_12,TR100,h
TR100_13,TR100,h
TR100_14,TR100,h
TR100_15,TR100,h
TR100_16,TR100,n
TR100_17,TR100,h
TR100_18,TR100,h
TR100_19,TR100,h
TR100_2,TR100,c
TR100_20,TR100,h
TR100_3,TR100,c
TR100_4,TR100,c
TR100_5,TR100,c
TR100_6,TR100,c
TR100_7,TR100,n
TR100_8,TR100,n
TR100_9,TR100,o
TR101_1,TR101,c
TR101_10,TR101,n
TR101_11,TR101,n
TR101_12,TR101,s
TR101_13,TR101,o
TR101_14,TR101,o
TR101_15,TR101,o
TR101_16,TR101,h
TR101_17,TR101,h
TR101_18,TR101,h
TR101_19,TR101,h
TR101_2,TR101,c
TR101_20,TR101,h
TR101_21,TR101,h
TR101_22,TR101,h
TR101_23,TR101,h
TR101_24,TR101,h
TR101_25,TR101,h
TR101_26,TR101,na
TR101_3,TR101,c
TR101_4,TR101,c
TR101_5,TR101,c
TR101_6,TR101,c
TR101_7,TR101,c
TR101_8,TR101,n
TR101_9,TR101,c
TR102_1,TR102,o
TR102_10,TR102,h
TR102_11,TR102,h
TR102_12,TR102,h
TR102_13,TR102,h
TR102_2,TR102,s
TR102_3,TR102,o
TR102_4,TR102,c
TR102_5,TR102,c
TR102_6,TR102,c
TR102_7,TR102,c
TR102_8,TR102,h
TR102_9,TR102,h
TR103_1,TR103,s
TR103_10,TR103,c
TR103_11,TR103,c
TR103_12,TR103,c
TR103_13,TR103,c
TR103_14,TR103,c
TR103_15,TR103,s
TR103_16,TR103,c
TR103_17,TR103,h
TR103_18,TR103,h
TR103_19,TR103,h
TR103_2,TR103,p
TR103_20,TR103,h
TR103_21,TR103,h
TR103_22,TR103,h
TR103_23,TR103,h
TR103_24,TR103,h
TR103_25,TR103,h
TR103_26,TR103,h
TR103_27,TR103,h
TR103_28,TR103,h
TR103_29,TR103,h
TR103_3,TR103,o
TR103_30,TR103,h
TR103_31,TR103,h
TR103_4,TR103,o
TR103_5,TR103,o
TR103_6,TR103,c
TR103_7,TR103,c
TR103_8,TR103,c
TR103_9,TR103,c
TR104_1,TR104,n
TR104_10,TR104,c
TR104_11,TR104,c
TR104_12,TR104,n
TR104_13,TR104,cl
TR104_14,TR104,c
TR104_15,TR104,cl
TR104_16,TR104,cl
TR104_17,TR104,h
TR104_18,TR104,h
TR104_19,TR104,h
TR104_2,TR104,c
TR104_20,TR104,h
TR104_21,TR104,h
TR104_3,TR104,c
TR104_4,TR104,n
TR104_5,TR104,n
TR104_6,TR104,c
TR104_7,TR104,c
TR104_8,TR104,c
TR104_9,TR104,c
TR105_1,TR105,o
TR105_10,TR105,n
TR105_11,TR105,h
TR105_12,TR105,h
TR105_13,TR105,h
TR105_14,TR105,h
TR105_15,TR105,h
TR105_16,TR105,h
TR105_17,TR105,h
TR105_18,TR105,h
TR105_19,TR105,h
TR105_2,TR105,c
TR105_20,TR105,h
TR105_21,TR105,h
TR105_3,TR105,c
TR105_4,TR105,c
TR105_5,TR105,c
TR105_6,TR105,c
TR105_7,TR105,c
TR105_8,TR105,c
TR105_9,TR105,c
TR107_1,TR107,n
TR107_10,TR107,c
TR107_11,TR107,c
TR107_12,TR107,h
TR107_13,TR107,h
TR107_14,TR107,h
TR107_15,TR107,h
TR107_16,TR107,h
TR107_17,TR107,h
TR107_18,TR107,h
TR107_19,TR107,h
TR107_2,TR107,o
TR107_3,TR107,o
TR107_4,TR107,c
TR107_5,TR107,c
TR107_6,TR107,c
TR107_7,TR107,c
TR107_8,TR107,c
TR107_9,TR107,n
TR109_1,TR109,n
TR109_10,TR109,c
TR109_11,TR109,c
TR109_12,TR109,o
TR109_13,TR109,o
TR109_14,TR109,h
TR109_15,TR109,h
TR109_16,TR109,h
TR109_17,TR109,h
TR109_18,TR109,h
TR109_19,TR109,h
TR109_2,TR109,o
TR109_3,TR109,o
TR109_4,TR109,c
TR109_5,TR109,c
TR109_6,TR109,c
TR109_7,TR109,c
TR109_8,TR109,c
TR109_9,TR109,n
TR111_1,TR111,o
TR111_10,TR111,c
TR111_11,TR111,n
TR111_12,TR111,c
TR111_13,TR111,c
TR111_14,TR111,c
TR111_15,TR111,o
TR111_16,TR111,c
TR111_17,TR111,c
TR111_18,TR111,c
TR111_19,TR111,h
TR111_2,TR111,c
TR111_20,TR111,h
TR111_21,TR111,h
TR111_22,TR111,h
TR111_23,TR111,h
TR111_24,TR111,h
TR111_25,TR111,h
TR111_26,TR111,h
TR111_27,TR111,h
TR111_28,TR111,h
TR111_29,TR111,h
TR111_3,TR111,c
TR111_4,TR111,c
TR111_5,TR111,c
TR111_6,TR111,c
TR111_7,TR111,c
TR111_8,TR111,c
TR111_9,TR111,c
TR112_1,TR112,c
TR112_10,TR112,o
TR112_11,TR112,n
TR112_12,TR112,o
TR112_13,TR112,c
TR112_14,TR112,c
TR112_15,TR112,h
TR112_16,TR112,h
TR112_17,TR112,h
TR112_18,TR112,h
TR112_19,TR112,h
TR112_2,TR112,c
TR112_20,TR112,h
TR112_21,TR112,h
TR112_22,TR112,h
TR112_23,TR112,h
TR112_24,TR112,h
TR112_25,TR112,h
TR112_26,TR112,h
TR112_27,TR112,h
TR112_28,TR112,h
TR112_3,TR112,c
TR112_4,TR112,c
TR112_5,TR112,c
TR112_6,TR112,c
TR112_7,TR112,n
TR112_8,TR112,c
TR112_9,TR112,c
TR113_1,TR113,c
TR113_10,TR113,h
TR113_11,TR113,h
TR113_12,TR113,h
TR113_13,TR113,h
TR113_14,TR113,h
TR113_15,TR113,h
TR113_16,TR113,h
TR113_17,TR113,o
TR113_18,TR113,s
TR113_19,TR113,o
TR113_2,TR113,c
TR113_20,TR113,o
TR113_21,TR113,o
TR113_22,TR113,h
TR113_23,TR113,h
TR113_3,TR113,c
TR113_4,TR113,c
TR113_5,TR113,c
TR113_6,TR113,c
TR113_7,TR113,n
TR113_8,TR113,n
TR113_9,TR113,cl
TR114_1,TR114,n
TR114_10,TR114,c
TR114_11,TR114,cl
TR114_12,TR114,c
TR114_13,TR114,cl
TR114_14,TR114,o
TR114_15,TR114,c
TR114_16,TR114,h
TR114_17,TR114,h
TR114_18,TR114,h
TR114_2,TR114,o
TR114_3,TR114,o
TR114_4,TR114,c
TR114_5,TR114,c
TR114_6,TR114,c
TR114_7,TR114,cl
TR114_8,TR114,c
TR114_9,TR114,cl
TR115_1,TR115,n
TR115_10,TR115,c
TR115_11,TR115,c
TR115_12,TR115,cl
TR115_13,TR115,h
TR115_14,TR115,h
TR115_15,TR115,h
TR115_16,TR115,h
TR115_17,TR115,h
TR115_18,TR115,h
TR115_19,TR115,h
TR115_2,TR115,c
TR115_20,TR115,h
TR115_21,TR115,h
TR115_22,TR115,h
TR115_23,TR115,h
TR115_24,TR115,h
TR115_25,TR115,h
TR115_26,TR115,h
TR115_3,TR115,c
TR115_4,TR115,c
TR115_5,TR115,s
TR115_6,TR115,s
TR115_7,TR115,c
TR115_8,TR115,c
TR115_9,TR115,c
TR117_1,TR117,n
TR117_10,TR117,n
TR117_11,TR117,n
TR117_12,TR117,c
TR117_13,TR117,h
TR117_14,TR117,h
TR117_15,TR117,h
TR117_16,TR117,h
TR117_17,TR117,h
TR117_2,TR117,o
TR117_3,TR117,o
TR117_4,TR117,c
TR117_5,TR117,c
TR117_6,TR117,c
TR117_7,TR117,c
TR117_8,TR117,c
TR117_9,TR117,c
TR120_1,TR120,c
TR120_10,TR120,c
TR120_11,TR120,o
TR120_12,TR120,c
TR120_13,TR120,o
TR120_14,TR120,c
TR120_15,TR120,c
TR120_16,TR120,o
TR120_17,TR120,c
TR120_18,TR120,c
TR120_19,TR120,c
TR120_2,TR120,o
TR120_20,TR120,o
TR120_21,TR120,c
TR120_22,TR120,c
TR120_23,TR120,c
TR120_24,TR120,c
TR120_25,TR120,h
TR120_26,TR120,h
TR120_27,TR120,h
TR120_28,TR120,h
TR120_29,TR120,h
TR120_3,TR120,c
TR120_30,TR120,h
TR120_31,TR120,h
TR120_32,TR120,h
TR120_33,TR120,h
TR120_34,TR120,h
TR120_35,TR120,h
TR120_36,TR120,h
TR120_37,TR120,h
TR120_38,TR120,h
TR120_39,TR120,h
TR120_4,TR120,c
TR120_40,TR120,h
TR120_41,TR120,h
TR120_42,TR120,h
TR120_43,TR120,h
TR120_44,TR120,h
TR120_45,TR120,h
TR120_46,TR120,h
TR120_47,TR120,h
TR120_48,TR120,h
TR120_49,TR120,h
TR120_5,TR120,c
TR120_50,TR120,h
TR120_51,TR120,h
TR120_52,TR120,h
TR120_53,TR120,h
TR120_54,TR120,h
TR120_6,TR120,c
TR120_7,TR120,c
TR120_8,TR120,c
TR120_9,TR120,c
TR122_1,TR122,c
TR122_10,TR122,c
TR122_11,TR122,c
TR122_12,TR122,c
TR122_13,TR122,c
TR122_14,TR122,c
TR122_15,TR122,h
TR122_16,TR122,h
TR122_17,TR122,h
TR122_18,TR122,h
TR122_19,TR122,h
TR122_2,TR122,c
TR122_20,TR122,h
TR122_21,TR122,h
TR122_22,TR122,h
TR122_3,TR122,o
TR122_4,TR122,c
TR122_5,TR122,c
TR122_6,TR122,o
TR122_7,TR122,c
TR122_8,TR122,c
TR122_9,TR122,c
TR123_1,TR123,c
TR123_10,TR123,c
TR123_11,TR123,c
TR123_12,TR123,c
TR123_13,TR123,c
TR123_14,TR123,c
TR123_15,TR123,cl
TR123_16,TR123,cl
TR123_17,TR123,h
TR123_18,TR123,h
TR123_19,TR123,h
TR123_2,TR123,c
TR123_20,TR123,h
TR123_21,TR123,h
TR123_22,TR123,h
TR123_3,TR123,o
TR123_4,TR123,c
TR123_5,TR123,c
TR123_6,TR123,o
TR123_7,TR123,c
TR123_8,TR123,c
TR123_9,TR123,c
TR124_1,TR124,c
TR124_10,TR124,c
TR124_11,TR124,c
TR124_12,TR124,c
TR124_13,TR124,c
TR124_14,TR124,o
TR124_15,TR124,c
TR124_16,TR124,o
TR124_17,TR124,c
TR124_18,TR124,c
TR124_19,TR124,c
TR124_2,TR124,c
TR124_20,TR124,c
TR124_21,TR124,c
TR124_22,TR124,c
TR124_23,TR124,h
TR124_24,TR124,h
TR124_25,TR124,h
TR124_26,TR124,h
TR124_27,TR124,h
TR124_28,TR124,h
TR124_29,TR124,h
TR124_3,TR124,c
TR124_30,TR124,h
TR124_31,TR124,h
TR124_32,TR124,h
TR124_33,TR124,h
TR124_34,TR124,h
TR124_35,TR124,h
TR124_36,TR124,h
TR124_37,TR124,h
TR124_38,TR124,h
TR124_39,TR124,h
TR124_4,TR124,s
TR124_40,TR124,h
TR124_41,TR124,h
TR124_42,TR124,h
TR124_43,TR124,h
TR124_44,TR124,h
TR124_45,TR124,h
TR124_46,TR124,h
TR124_47,TR124,h
TR124_48,TR124,h
TR124_49,TR124,h
TR124_5,TR124,c
TR124_50,TR124,h
TR124_6,TR124,c
TR124_7,TR124,c
TR124_8,TR124,c
TR124_9,TR124,o
TR125_1,TR125,c
TR125_10,TR125,p
TR125_11,TR125,s
TR125_12,TR125,s
TR125_13,TR125,o
TR125_14,TR125,o
TR125_15,TR125,c
TR125_16,TR125,c
TR125_17,TR125,c
TR125_18,TR125,c
TR125_19,TR125,o
TR125_2,TR125,c
TR125_20,TR125,o
TR125_21,TR125,c
TR125_22,TR125,c
TR125_23,TR125,c
TR125_24,TR125,c
TR125_25,TR125,h
TR125_26,TR125,h
TR125_27,TR125,h
TR125_28,TR125,h
TR125_29,TR125,h
TR125_3,TR125,o
TR125_30,TR125,h
TR125_31,TR125,h
TR125_32,TR125,h
TR125_33,TR125,h
TR125_34,TR125,h
TR125_35,TR125,h
TR125_36,TR125,h
TR125_37,TR125,h
TR125_38,TR125,h
TR125_39,TR125,h
TR125_4,TR125,c
TR125_40,TR125,h
TR125_41,TR125,h
TR125_42,TR125,h
TR125_43,TR125,h
TR125_44,TR125,h
TR125_45,TR125,h
TR125_46,TR125,h
TR125_47,TR125,h
TR125_48,TR125,h
TR125_49,TR125,h
TR125_5,TR125,c
TR125_50,TR125,h
TR125_6,TR125,o
TR125_7,TR125,s
TR125_8,TR125,s
TR125_9,TR125,p
TR126_1,TR126,c
TR126_10,TR126,h
TR126_11,TR126,h
TR126_12,TR126,h
TR126_13,TR126,h
TR126_14,TR126,h
TR126_15,TR126,h
TR126_16,TR126,h
TR126_17,TR126,h
TR126_18,TR126,h
TR126_19,TR126,h
TR126_2,TR126,c
TR126_20,TR126,s
TR126_21,TR126,o
TR126_22,TR126,o
TR126_23,TR126,o
TR126_24,TR126,o
TR126_25,TR126,h
TR126_26,TR126,h
TR126_3,TR126,c
TR126_4,TR126,c
TR126_5,TR126,c
TR126_6,TR126,c
TR126_7,TR126,n
TR126_8,TR126,c
TR126_9,TR126,n
TR128_1,TR128,c
