,summary,config
1454,"{'test_acc': 0.9565217391304348, '_timestamp': 1701877521.868332, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 10}, 'val_acc': 1, 'epoch': 199, '_runtime': 11.116066217422484, 'train_acc': 1}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1455,"{'_step': 199, '_wandb': {'runtime': 10}, '_runtime': 10.99016284942627, '_timestamp': 1701877521.511581, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, 'val_acc': 1, 'test_acc': 0.9782608695652174}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1456,"{'epoch': 199, 'val_acc': 0.6666666666666666, '_runtime': 7.439695119857788, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 6}, 'test_acc': 0.8369565217391305, 'train_acc': 1, '_timestamp': 1701877501.238296}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1457,"{'val_acc': 0.8333333333333334, 'epoch': 199, '_wandb': {'runtime': 7}, '_runtime': 8.361732721328735, 'test_acc': 0.8260869565217391, 'train_acc': 1, '_timestamp': 1701877500.6388638, 'lr': 1e-05, '_step': 199}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1458,"{'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 7}, 'test_acc': 0.9021739130434784, 'train_acc': 1, '_step': 199, 'val_acc': 1, '_runtime': 7.821787118911743, '_timestamp': 1701877500.81007}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1459,"{'_step': 199, 'epoch': 199, '_wandb': {'runtime': 7}, 'val_acc': 1, 'train_acc': 1, '_timestamp': 1701877500.68656, 'lr': 1e-05, '_runtime': 7.741213798522949, 'test_acc': 0.8478260869565217}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1460,"{'train_acc': 0.7307692307692307, '_timestamp': 1701877500.6044931, '_step': 199, '_wandb': {'runtime': 7}, 'test_acc': 0.6086956521739131, '_runtime': 8.357320070266724, 'lr': 1e-05, 'epoch': 199, 'val_acc': 0.5}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1461,"{'epoch': 199, 'val_acc': 0.5, 'train_acc': 0.7692307692307693, '_timestamp': 1701877500.561713, 'lr': 1e-05, '_wandb': {'runtime': 7}, '_runtime': 8.22852897644043, 'test_acc': 0.6195652173913043, '_step': 199}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1462,"{'epoch': 199, 'val_acc': 1, 'test_acc': 0.967391304347826, 'train_acc': 1, '_timestamp': 1701877499.6532638, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 9}, '_runtime': 10.209909915924072}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1463,"{'_step': 199, '_wandb': {'runtime': 9}, '_runtime': 10.448251962661743, 'test_acc': 0.9456521739130436, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, 'val_acc': 1, '_timestamp': 1701877500.19647}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1464,"{'_wandb': {'runtime': 6}, 'val_acc': 0.8333333333333334, 'test_acc': 0.8369565217391305, '_timestamp': 1701877479.899055, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_runtime': 6.943465948104858, 'train_acc': 1}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1465,"{'_step': 199, 'val_acc': 0.8333333333333334, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 6}, '_runtime': 7.197729110717773, 'test_acc': 0.8369565217391305, 'train_acc': 1, '_timestamp': 1701877478.995989}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1466,"{'lr': 1e-05, 'test_acc': 0.8043478260869565, 'train_acc': 1, '_runtime': 7.233237028121948, '_timestamp': 1701877479.508049, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 6}, 'val_acc': 0.8333333333333334}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1467,"{'train_acc': 1, 'epoch': 199, 'test_acc': 0.8369565217391305, '_wandb': {'runtime': 6}, 'val_acc': 0.8333333333333334, '_runtime': 7.366048812866211, '_timestamp': 1701877479.65056, 'lr': 1e-05, '_step': 199}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1468,"{'epoch': 199, '_wandb': {'runtime': 7}, 'test_acc': 0.6086956521739131, 'train_acc': 0.6923076923076923, '_timestamp': 1701877478.410622, 'lr': 1e-05, '_step': 199, 'val_acc': 0.5, '_runtime': 7.572053909301758}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1469,"{'epoch': 199, '_wandb': {'runtime': 6}, 'val_acc': 0.5, 'test_acc': 0.6630434782608695, 'train_acc': 0.7307692307692307, '_timestamp': 1701877478.546444, 'lr': 1e-05, '_step': 199, '_runtime': 7.374454021453857}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1470,"{'_timestamp': 1701877477.635592, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 8}, 'val_acc': 0.8333333333333334, '_runtime': 9.059365034103394, 'test_acc': 0.8913043478260869, 'train_acc': 1, 'lr': 1e-05}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 0, 'dataset_size': 25}"
1471,"{'test_acc': 0.8260869565217391, 'lr': 1e-05, '_step': 199, 'val_acc': 0.8333333333333334, '_runtime': 8.934437036514282, 'epoch': 199, '_wandb': {'runtime': 8}, 'train_acc': 1, '_timestamp': 1701877477.631579}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 64, 'repetitions': 1, 'dataset_size': 25}"
1472,"{'_step': 199, 'epoch': 199, '_wandb': {'runtime': 7}, '_runtime': 7.977510213851929, '_timestamp': 1701877459.980811, 'lr': 1e-05, 'val_acc': 0.6666666666666666, 'test_acc': 0.8043478260869565, 'train_acc': 0.9615384615384616}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1473,"{'_step': 199, 'val_acc': 0.6666666666666666, '_timestamp': 1701877459.609031, '_runtime': 7.976516962051392, 'test_acc': 0.7065217391304348, 'train_acc': 0.6923076923076923, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 7}}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1474,"{'test_acc': 0.8369565217391305, '_step': 199, 'epoch': 199, 'val_acc': 0.8333333333333334, 'train_acc': 1, '_timestamp': 1701877460.066564, 'lr': 1e-05, '_wandb': {'runtime': 8}, '_runtime': 8.520758152008057}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1475,"{'_step': 199, 'epoch': 199, 'val_acc': 1, 'lr': 1e-05, '_runtime': 8.488363981246948, 'test_acc': 0.8695652173913043, 'train_acc': 1, '_timestamp': 1701877459.9419389, '_wandb': {'runtime': 7}}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1476,"{'_wandb': {'runtime': 8}, 'val_acc': 0.6666666666666666, '_runtime': 8.894339799880981, '_timestamp': 1701877458.94565, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'test_acc': 0.7065217391304348, 'train_acc': 0.6923076923076923}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1477,"{'_runtime': 8.558215141296387, 'test_acc': 0.7065217391304348, 'train_acc': 0.6923076923076923, '_timestamp': 1701877458.9427462, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 7}, 'val_acc': 0.6666666666666666}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1478,"{'test_acc': 0.9347826086956522, 'train_acc': 1, '_wandb': {'runtime': 11}, 'val_acc': 1, '_runtime': 11.537147045135498, '_timestamp': 1701877459.311245, 'lr': 1e-05, '_step': 199, 'epoch': 199}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1479,"{'_step': 199, 'val_acc': 1, '_runtime': 11.19876790046692, 'train_acc': 1, '_timestamp': 1701877459.028977, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 10}, 'test_acc': 0.9456521739130436}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1480,"{'val_acc': 0.8333333333333334, 'train_acc': 1, '_timestamp': 1701877438.765009, '_wandb': {'runtime': 7}, '_step': 199, 'epoch': 199, '_runtime': 7.745585918426514, 'test_acc': 0.8478260869565217, 'lr': 1e-05}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1481,"{'train_acc': 1, '_timestamp': 1701877438.319283, 'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 7}, 'val_acc': 1, '_runtime': 7.943051099777222, 'test_acc': 0.9456521739130436}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1482,"{'_wandb': {'runtime': 7}, 'val_acc': 0.8333333333333334, '_runtime': 8.386605739593506, 'test_acc': 0.8043478260869565, 'train_acc': 0.8846153846153846, '_step': 199, 'epoch': 199, 'lr': 1e-05, '_timestamp': 1701877438.4494588}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1483,"{'lr': 1e-05, 'test_acc': 0.7065217391304348, 'train_acc': 0.6923076923076923, '_timestamp': 1701877437.411537, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 7}, 'val_acc': 0.6666666666666666, '_runtime': 8.639256954193115}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1484,"{'_wandb': {'runtime': 8}, 'val_acc': 0.6666666666666666, '_timestamp': 1701877438.3201149, '_step': 199, 'epoch': 199, '_runtime': 8.582450866699219, 'test_acc': 0.7934782608695652, 'train_acc': 0.9615384615384616, 'lr': 1e-05}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1485,"{'epoch': 199, 'val_acc': 0.6666666666666666, 'test_acc': 0.7065217391304348, 'train_acc': 0.6923076923076923, '_timestamp': 1701877437.50606, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 8}, '_runtime': 8.904797077178955}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1486,"{'_runtime': 10.721054077148438, 'train_acc': 1, '_timestamp': 1701877437.508372, '_step': 199, '_wandb': {'runtime': 10}, 'val_acc': 1, 'test_acc': 0.9239130434782608, 'lr': 1e-05, 'epoch': 199}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1487,"{'_runtime': 10.394418001174929, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 9}, 'val_acc': 1, 'test_acc': 0.9782608695652174, 'train_acc': 1, '_timestamp': 1701877436.852194, 'lr': 1e-05}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1488,"{'val_acc': 0.8333333333333334, 'test_acc': 0.8695652173913043, 'train_acc': 1, '_step': 199, 'epoch': 199, '_runtime': 5.8649091720581055, '_timestamp': 1701877420.089142, 'lr': 1e-05, '_wandb': {'runtime': 5}}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1489,"{'lr': 1e-05, '_runtime': 5.899925231933594, '_timestamp': 1701877419.9133592, 'val_acc': 0.6666666666666666, 'test_acc': 0.7282608695652174, 'train_acc': 0.8846153846153846, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 5}}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1490,"{'_step': 199, 'epoch': 199, 'val_acc': 0.6666666666666666, '_runtime': 5.931236982345581, 'test_acc': 0.7391304347826086, '_timestamp': 1701877419.412483, 'lr': 1e-05, '_wandb': {'runtime': 5}, 'train_acc': 0.8076923076923077}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1491,"{'epoch': 199, '_wandb': {'runtime': 6}, 'train_acc': 1, '_timestamp': 1701877418.077856, 'lr': 1e-05, '_step': 199, 'val_acc': 1, '_runtime': 6.864763021469116, 'test_acc': 0.8369565217391305}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1492,"{'test_acc': 0.717391304347826, 'train_acc': 0.7307692307692307, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 7}, 'val_acc': 0.8333333333333334, '_runtime': 8.252766847610474, 'epoch': 199, '_timestamp': 1701877417.313834}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1493,"{'train_acc': 0.6923076923076923, '_timestamp': 1701877416.765738, 'lr': 1e-05, 'epoch': 199, 'val_acc': 0.3333333333333333, 'test_acc': 0.6739130434782609, '_step': 199, '_wandb': {'runtime': 7}, '_runtime': 8.44694209098816}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1494,"{'test_acc': 0.9565217391304348, 'train_acc': 1, 'epoch': 199, 'val_acc': 1, '_wandb': {'runtime': 8}, '_runtime': 8.925071001052856, '_timestamp': 1701877416.931594, 'lr': 1e-05, '_step': 199}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1495,"{'_step': 199, '_runtime': 9.110352993011476, 'test_acc': 0.9239130434782608, 'lr': 1e-05, '_wandb': {'runtime': 8}, 'val_acc': 1, 'train_acc': 1, '_timestamp': 1701877414.380703, 'epoch': 199}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 2, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1496,"{'_wandb': {'runtime': 5}, 'train_acc': 0.8846153846153846, '_timestamp': 1701877399.8866482, 'lr': 1e-05, '_step': 199, 'epoch': 199, 'val_acc': 0.6666666666666666, '_runtime': 6.351467132568359, 'test_acc': 0.7608695652173914}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1497,"{'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 6}, 'val_acc': 0.8333333333333334, '_runtime': 6.701405048370361, 'test_acc': 0.782608695652174, '_step': 199, 'train_acc': 0.8846153846153846, '_timestamp': 1701877399.925638}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1498,"{'lr': 1e-05, '_step': 199, 'test_acc': 0.8043478260869565, '_timestamp': 1701877399.7152908, 'epoch': 199, '_wandb': {'runtime': 5}, 'val_acc': 1, '_runtime': 6.586437702178955, 'train_acc': 1}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1499,"{'train_acc': 1, '_timestamp': 1701877399.82112, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 5}, 'val_acc': 1, 'epoch': 199, '_runtime': 6.642449140548706, 'test_acc': 0.8152173913043478}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1500,"{'epoch': 199, '_runtime': 7.604089975357056, 'train_acc': 0.6923076923076923, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 7}, 'val_acc': 0.6666666666666666, 'test_acc': 0.7065217391304348, '_timestamp': 1701877398.283892}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1501,"{'_step': 199, '_wandb': {'runtime': 6}, 'val_acc': 0.6666666666666666, '_runtime': 7.360630750656128, 'test_acc': 0.7065217391304348, 'train_acc': 0.6923076923076923, '_timestamp': 1701877398.1415198, 'lr': 1e-05, 'epoch': 199}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1502,"{'_timestamp': 1701877397.164276, '_step': 199, 'val_acc': 1, 'test_acc': 0.9021739130434784, 'train_acc': 1, 'lr': 1e-05, 'epoch': 199, '_wandb': {'runtime': 8}, '_runtime': 9.24146294593811}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 1, 'dataset_size': 25}"
1503,"{'epoch': 199, '_runtime': 8.760340213775635, '_timestamp': 1701877395.907658, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 8}, 'val_acc': 1, 'test_acc': 0.9347826086956522, 'train_acc': 1}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 1, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 32, 'repetitions': 0, 'dataset_size': 25}"
1504,"{'train_acc': 0.6923076923076923, '_timestamp': 1701877382.664896, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 5}, '_runtime': 6.250557899475098, 'epoch': 199, 'val_acc': 0.6666666666666666, 'test_acc': 0.7065217391304348}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 25}"
1505,"{'lr': 1e-05, 'epoch': 199, '_runtime': 7.949202060699463, 'train_acc': 0.6923076923076923, '_step': 199, '_wandb': {'runtime': 7}, 'val_acc': 0.6666666666666666, 'test_acc': 0.7065217391304348, '_timestamp': 1701877380.394815}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 25}"
1506,"{'_timestamp': 1701877380.5365849, 'lr': 1e-05, '_step': 199, '_runtime': 8.386123895645142, 'train_acc': 0.6923076923076923, 'epoch': 199, '_wandb': {'runtime': 7}, 'val_acc': 0.6666666666666666, 'test_acc': 0.7065217391304348}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 25}"
1507,"{'lr': 1e-05, 'epoch': 199, 'val_acc': 1, '_runtime': 8.217138051986694, '_timestamp': 1701877380.192739, '_step': 199, '_wandb': {'runtime': 7}, 'test_acc': 0.75, 'train_acc': 0.8076923076923077}","{'fold': 4, 'model': 'SAGPool', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 25}"
1508,"{'_timestamp': 1701877380.271851, 'lr': 1e-05, '_step': 199, 'val_acc': 0.6666666666666666, '_runtime': 8.207489013671875, 'train_acc': 0.6923076923076923, 'epoch': 199, '_wandb': {'runtime': 7}, 'test_acc': 0.7065217391304348}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 25}"
1509,"{'_timestamp': 1701877378.743099, 'epoch': 199, 'val_acc': 0.6666666666666666, '_runtime': 8.786067008972168, 'train_acc': 0.6923076923076923, 'lr': 1e-05, '_step': 199, '_wandb': {'runtime': 8}, 'test_acc': 0.7065217391304348}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 25}"
1510,"{'lr': 1e-05, '_step': 199, 'train_acc': 0.6923076923076923, '_runtime': 8.786067008972168, 'test_acc': 0.7065217391304348, '_timestamp': 1701877378.743099, 'epoch': 199, '_wandb': {'runtime': 8}, 'val_acc': 0.6666666666666666}","{'fold': 4, 'model': 'GCN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 25}"
1511,"{'lr': 1e-05, '_step': 199, 'epoch': 199, '_wandb': {'runtime': 9}, '_runtime': 10.254468202590942, 'val_acc': 0.6666666666666666, 'test_acc': 0.8369565217391305, 'train_acc': 1, '_timestamp': 1701877377.192202}","{'fold': 4, 'model': 'GIN', 'epochs': 200, 'layers': 4, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 25}"
1512,"{'_step': 199, 'epoch': 199, 'val_acc': 0.6666666666666666, '_runtime': 7.529054164886475, 'test_acc': 0.717391304347826, '_timestamp': 1701877360.562848, 'lr': 1e-05, '_wandb': {'runtime': 7}, 'train_acc': 0.7307692307692307}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 1, 'dataset_size': 25}"
1513,"{'_wandb': {'runtime': 7}, 'val_acc': 0.6666666666666666, '_runtime': 7.749336004257202, '_timestamp': 1701877360.207561, 'lr': 1e-05, 'epoch': 199, 'test_acc': 0.8043478260869565, 'train_acc': 0.8461538461538461, '_step': 199}","{'fold': 4, 'model': 'GlobalAttentionNet', 'epochs': 200, 'layers': 3, 'dataset': 'HotIn', 'start_lr': 0.01, 'batch_size': 32, 'hidden_dims': 16, 'repetitions': 0, 'dataset_size': 25}"
