id,atom_id,atom_type,charge
d225,d225b_22,3,'a0=_0_0175<x<=0_0615'
d225,d225b_26,3,'a0=0_0615<x<=0_1375'
d225,d225b_27,3,'a0=0_0615<x<=0_1375'
d225,d225b_3,3,'a0=_0_0175<x<=0_0615'
d225,d225b_31,3,'a0=_0_0175<x<=0_0615'
d225,d225b_32,3,'a0=_0_0175<x<=0_0615'
d225,d225b_33,3,'a0=_0_0175<x<=0_0615'
d225,d225b_34,3,'a0=_0_1355<x<=_0_0175'
d225,d225b_35,3,'a0=_0_0175<x<=0_0615'
d225,d225b_36,3,'a0=_0_0175<x<=0_0615'
d225,d225b_4,3,'a0=_0_0175<x<=0_0615'
d225,d225b_5,3,'a0=_0_0175<x<=0_0615'
d225,d225b_7,3,'a0=_0_0175<x<=0_0615'
d225,d225b_8,3,'a0=_0_0175<x<=0_0615'
d225,d225b_9,3,'a0=_0_0175<x<=0_0615'
d226,d226_10,3,'a0=0_0615<x<=0_1375'
d226,d226_13,3,'a0=_0_0175<x<=0_0615'
d226,d226_14,3,'a0=_0_0175<x<=0_0615'
d226,d226_7,3,'a0=0_0615<x<=0_1375'
d226,d226_8,3,'a0=0_0615<x<=0_1375'
d226,d226_9,3,'a0=0_0615<x<=0_1375'
d227,d227_11,3,'a0=0_0615<x<=0_1375'
d227,d227_4,3,'a0=0_0615<x<=0_1375'
d227,d227_5,3,'a0=0_0615<x<=0_1375'
d227,d227_8,3,'a0=0_0615<x<=0_1375'
d227,d227_9,3,'a0=0_0615<x<=0_1375'
d228,d228_4,3,'a0=0_0615<x<=0_1375'
d228,d228_5,3,'a0=0_0615<x<=0_1375'
d228,d228_7,3,'a0=0_0615<x<=0_1375'
d228,d228_8,3,'a0=0_0615<x<=0_1375'
d229,d229_4,3,'a0=_0_0175<x<=0_0615'
d229,d229_5,3,'a0=_0_0175<x<=0_0615'
d229,d229_7,3,'a0=_0_0175<x<=0_0615'
d229,d229_8,3,'a0=_0_0175<x<=0_0615'
d232,d232_10,3,'a0=0_0615<x<=0_1375'
d232,d232_4,3,'a0=0_0615<x<=0_1375'
d232,d232_5,3,'a0=0_0615<x<=0_1375'
d232,d232_6,3,'a0=0_0615<x<=0_1375'
d232,d232_8,3,'a0=0_0615<x<=0_1375'
d232,d232_9,3,'a0=0_0615<x<=0_1375'
d233,d233_20,3,'a0=0_0615<x<=0_1375'
d233,d233_21,3,'a0=0_0615<x<=0_1375'
d233,d233_22,3,'a0=0_0615<x<=0_1375'
d233,d233_25,3,'a0=0_0615<x<=0_1375'
d233,d233_26,3,'a0=0_0615<x<=0_1375'
d233,d233_27,3,'a0=0_0615<x<=0_1375'
d233,d233_28,1,'a0=0_1375<x<=+inf'
d233,d233_7,3,'a0=0_1375<x<=+inf'
d233,d233_8,3,'a0=0_1375<x<=+inf'
d234,d234_10,3,'a0=0_0615<x<=0_1375'
d234,d234_11,3,'a0=0_0615<x<=0_1375'
d234,d234_12,3,'a0=0_0615<x<=0_1375'
d234,d234_14,3,'a0=0_0615<x<=0_1375'
d234,d234_15,3,'a0=0_0615<x<=0_1375'
d234,d234_16,3,'a0=0_0615<x<=0_1375'
d234,d234_3,3,'a0=0_0615<x<=0_1375'
d234,d234_4,3,'a0=0_0615<x<=0_1375'
d234,d234_5,3,'a0=0_0615<x<=0_1375'
d235,d235_10,3,'a0=0_0615<x<=0_1375'
d235,d235_12,3,'a0=0_0615<x<=0_1375'
d235,d235_13,3,'a0=0_0615<x<=0_1375'
d235,d235_19,3,'a0=0_0615<x<=0_1375'
d235,d235_20,3,'a0=0_0615<x<=0_1375'
d235,d235_23,3,'a0=0_0615<x<=0_1375'
d235,d235_24,3,'a0=0_0615<x<=0_1375'
d235,d235_26,3,'a0=0_0615<x<=0_1375'
d235,d235_28,3,'a0=0_0615<x<=0_1375'
d235,d235_29,3,'a0=0_0615<x<=0_1375'
d235,d235_32,3,'a0=0_0615<x<=0_1375'
d235,d235_34,3,'a0=0_0615<x<=0_1375'
d235,d235_35,3,'a0=0_0615<x<=0_1375'
d235,d235_6,3,'a0=0_0615<x<=0_1375'
d235,d235_7,3,'a0=0_0615<x<=0_1375'
d236,d236_11,3,'a0=_0_0175<x<=0_0615'
d236,d236_12,3,'a0=_0_0175<x<=0_0615'
d236,d236_3,3,'a0=0_0615<x<=0_1375'
d236,d236_4,3,'a0=0_0615<x<=0_1375'
d236,d236_6,3,'a0=_0_0175<x<=0_0615'
d236,d236_7,3,'a0=_0_0175<x<=0_0615'
d236,d236_8,3,'a0=_0_0175<x<=0_0615'
d237,d237_10,3,'a0=0_0615<x<=0_1375'
d237,d237_11,3,'a0=0_0615<x<=0_1375'
d237,d237_12,3,'a0=0_0615<x<=0_1375'
d237,d237_16,3,'a0=0_1375<x<=+inf'
d237,d237_6,3,'a0=0_0615<x<=0_1375'
d237,d237_7,3,'a0=0_0615<x<=0_1375'
d237,d237_8,3,'a0=0_0615<x<=0_1375'
d239,d239_4,3,'a0=0_0615<x<=0_1375'
d239,d239_5,3,'a0=0_0615<x<=0_1375'
d239,d239_6,3,'a0=0_0615<x<=0_1375'
d239,d239_7,3,'a0=0_0615<x<=0_1375'
d239,d239_8,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_10,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_17,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_18,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_19,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_20,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_24,1,'a0=0_1375<x<=+inf'
d23_1,d23_1_25,1,'a0=0_1375<x<=+inf'
d23_1,d23_1_26,1,'a0=0_1375<x<=+inf'
d23_1,d23_1_27,1,'a0=0_1375<x<=+inf'
d23_1,d23_1_7,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_8,3,'a0=0_0615<x<=0_1375'
d23_1,d23_1_9,3,'a0=0_0615<x<=0_1375'
d23_2,d23_2_10,3,'a0=0_0615<x<=0_1375'
d23_2,d23_2_11,3,'a0=0_0615<x<=0_1375'
d23_2,d23_2_18,3,'a0=0_0615<x<=0_1375'
d23_2,d23_2_19,3,'a0=0_0615<x<=0_1375'
d23_2,d23_2_24,1,'a0=0_1375<x<=+inf'
d23_2,d23_2_25,1,'a0=0_1375<x<=+inf'
d23_2,d23_2_26,1,'a0=0_1375<x<=+inf'
d23_2,d23_2_27,1,'a0=0_1375<x<=+inf'
d23_2,d23_2_7,3,'a0=0_0615<x<=0_1375'
d23_2,d23_2_8,3,'a0=0_0615<x<=0_1375'
d23_2,d23_2_9,3,'a0=0_0615<x<=0_1375'
d24,d24_10,3,'a0=0_1375<x<=+inf'
d24,d24_17,3,'a0=0_0615<x<=0_1375'
d24,d24_18,3,'a0=0_0615<x<=0_1375'
d24,d24_19,3,'a0=0_0615<x<=0_1375'
d24,d24_20,3,'a0=0_0615<x<=0_1375'
d24,d24_24,1,'a0=0_1375<x<=+inf'
d24,d24_25,1,'a0=0_1375<x<=+inf'
d24,d24_26,1,'a0=0_1375<x<=+inf'
d24,d24_27,1,'a0=0_1375<x<=+inf'
d24,d24_7,3,'a0=0_0615<x<=0_1375'
d24,d24_8,3,'a0=0_1375<x<=+inf'
d24,d24_9,3,'a0=0_1375<x<=+inf'
d240,d240_10,3,'a0=0_0615<x<=0_1375'
d240,d240_11,8,'a0=0_1375<x<=+inf'
d240,d240_4,3,'a0=0_0615<x<=0_1375'
d240,d240_5,3,'a0=0_0615<x<=0_1375'
d240,d240_7,3,'a0=0_0615<x<=0_1375'
d240,d240_9,3,'a0=0_0615<x<=0_1375'
d241,d241_10,3,'a0=_0_0175<x<=0_0615'
d241,d241_11,3,'a0=_0_0175<x<=0_0615'
d241,d241_12,8,'a0=0_1375<x<=+inf'
d241,d241_13,8,'a0=0_1375<x<=+inf'
d241,d241_4,3,'a0=_0_0175<x<=0_0615'
d241,d241_5,3,'a0=_0_0175<x<=0_0615'
d241,d241_8,3,'a0=0_0615<x<=0_1375'
d242,d242_10,3,'a0=0_0615<x<=0_1375'
d242,d242_11,3,'a0=0_0615<x<=0_1375'
d242,d242_12,3,'a0=0_0615<x<=0_1375'
d242,d242_14,3,'a0=0_0615<x<=0_1375'
d242,d242_15,3,'a0=0_0615<x<=0_1375'
d242,d242_17,3,'a0=0_0615<x<=0_1375'
d242,d242_20,3,'a0=0_0615<x<=0_1375'
d242,d242_21,3,'a0=0_0615<x<=0_1375'
d242,d242_22,3,'a0=0_0615<x<=0_1375'
d242,d242_7,3,'a0=0_0615<x<=0_1375'
d242,d242_8,3,'a0=0_0615<x<=0_1375'
d242,d242_9,3,'a0=0_0615<x<=0_1375'
d243,d243_11,3,'a0=_0_0175<x<=0_0615'
d243,d243_14,3,'a0=_0_0175<x<=0_0615'
d243,d243_15,3,'a0=_0_0175<x<=0_0615'
d243,d243_16,3,'a0=_0_0175<x<=0_0615'
d243,d243_18,3,'a0=_0_0175<x<=0_0615'
d243,d243_20,3,'a0=_0_0175<x<=0_0615'
d243,d243_21,3,'a0=_0_0175<x<=0_0615'
d243,d243_4,3,'a0=_0_0175<x<=0_0615'
d243,d243_5,3,'a0=_0_0175<x<=0_0615'
d243,d243_7,3,'a0=_0_0175<x<=0_0615'
d243,d243_8,3,'a0=_0_0175<x<=0_0615'
d243,d243_9,3,'a0=_0_0175<x<=0_0615'
d244,d244_11,3,'a0=_0_0175<x<=0_0615'
d244,d244_12,3,'a0=_0_0175<x<=0_0615'
d244,d244_13,3,'a0=_0_0175<x<=0_0615'
d244,d244_4,1,'a0=0_1375<x<=+inf'
d244,d244_7,3,'a0=_0_0175<x<=0_0615'
d244,d244_8,3,'a0=_0_0175<x<=0_0615'
d244,d244_9,3,'a0=_0_0175<x<=0_0615'
d245,d245_11,3,'a0=0_0615<x<=0_1375'
d245,d245_12,3,'a0=0_0615<x<=0_1375'
d245,d245_13,3,'a0=0_0615<x<=0_1375'
d245,d245_5,3,'a0=0_0615<x<=0_1375'
d245,d245_6,3,'a0=0_0615<x<=0_1375'
d245,d245_7,3,'a0=0_0615<x<=0_1375'
d245,d245_8,3,'a0=0_0615<x<=0_1375'
d245,d245_9,3,'a0=0_0615<x<=0_1375'
d246,d246_10,3,'a0=0_1375<x<=+inf'
d246,d246_14,3,'a0=_0_0175<x<=0_0615'
d246,d246_15,3,'a0=_0_0175<x<=0_0615'
d246,d246_17,3,'a0=_0_0175<x<=0_0615'
d246,d246_18,3,'a0=_0_0175<x<=0_0615'
d246,d246_21,3,'a0=_0_0175<x<=0_0615'
d246,d246_22,3,'a0=_0_0175<x<=0_0615'
d246,d246_24,3,'a0=_0_0175<x<=0_0615'
d246,d246_25,3,'a0=_0_0175<x<=0_0615'
d246,d246_35,3,'a0=0_1375<x<=+inf'
d246,d246_36,3,'a0=0_1375<x<=+inf'
d246,d246_37,3,'a0=0_1375<x<=+inf'
d246,d246_42,3,'a0=_0_0175<x<=0_0615'
d246,d246_43,3,'a0=_0_0175<x<=0_0615'
d246,d246_44,3,'a0=_0_0175<x<=0_0615'
d246,d246_45,3,'a0=_0_0175<x<=0_0615'
d246,d246_50,3,'a0=0_0615<x<=0_1375'
d246,d246_51,3,'a0=_0_1355<x<=_0_0175'
d246,d246_52,3,'a0=_0_0175<x<=0_0615'
d246,d246_53,3,'a0=_0_0175<x<=0_0615'
d246,d246_54,3,'a0=_0_0175<x<=0_0615'
d246,d246_55,3,'a0=_0_0175<x<=0_0615'
d246,d246_59,3,'a0=_0_1355<x<=_0_0175'
d246,d246_60,3,'a0=_0_0175<x<=0_0615'
d246,d246_61,3,'a0=_0_0175<x<=0_0615'
d246,d246_62,3,'a0=_0_0175<x<=0_0615'
d246,d246_63,3,'a0=_0_0175<x<=0_0615'
d246,d246_65,3,'a0=_0_0175<x<=0_0615'
d246,d246_66,3,'a0=_0_0175<x<=0_0615'
d246,d246_67,3,'a0=_0_0175<x<=0_0615'
d246,d246_69,3,'a0=0_1375<x<=+inf'
d246,d246_7,3,'a0=0_1375<x<=+inf'
d246,d246_78,3,'a0=0_1375<x<=+inf'
d246,d246_79,3,'a0=0_1375<x<=+inf'
d246,d246_8,3,'a0=0_1375<x<=+inf'
d246,d246_80,3,'a0=0_1375<x<=+inf'
d246,d246_81,3,'a0=0_1375<x<=+inf'
d246,d246_85,3,'a0=_0_0175<x<=0_0615'
d246,d246_86,3,'a0=_0_0175<x<=0_0615'
d246,d246_88,3,'a0=_0_0175<x<=0_0615'
d246,d246_89,3,'a0=_0_0175<x<=0_0615'
d246,d246_9,3,'a0=0_1375<x<=+inf'
d246,d246_92,3,'a0=_0_0175<x<=0_0615'
d246,d246_93,3,'a0=_0_0175<x<=0_0615'
d246,d246_95,3,'a0=_0_0175<x<=0_0615'
d246,d246_96,3,'a0=_0_0175<x<=0_0615'
d247,d247_10,3,'a0=0_0615<x<=0_1375'
d247,d247_11,3,'a0=0_0615<x<=0_1375'
d247,d247_12,3,'a0=0_0615<x<=0_1375'
d247,d247_13,3,'a0=_0_0175<x<=0_0615'
d247,d247_14,3,'a0=_0_0175<x<=0_0615'
d247,d247_19,3,'a0=_0_0175<x<=0_0615'
d247,d247_20,3,'a0=_0_0175<x<=0_0615'
d247,d247_21,3,'a0=_0_0175<x<=0_0615'
d247,d247_23,3,'a0=_0_0175<x<=0_0615'
d247,d247_24,3,'a0=_0_0175<x<=0_0615'
d247,d247_25,3,'a0=_0_0175<x<=0_0615'
d247,d247_7,3,'a0=_0_0175<x<=0_0615'
d247,d247_8,3,'a0=_0_0175<x<=0_0615'
d247,d247_9,3,'a0=0_0615<x<=0_1375'
d248,d248_10,3,'a0=0_0615<x<=0_1375'
d248,d248_12,3,'a0=0_0615<x<=0_1375'
d248,d248_13,3,'a0=0_0615<x<=0_1375'
d248,d248_14,3,'a0=0_0615<x<=0_1375'
d248,d248_5,3,'a0=0_0615<x<=0_1375'
d248,d248_6,3,'a0=0_0615<x<=0_1375'
d248,d248_8,3,'a0=0_0615<x<=0_1375'
d248,d248_9,3,'a0=0_0615<x<=0_1375'
d25,d25_10,3,'a0=0_0615<x<=0_1375'
d25,d25_13,3,'a0=_0_0175<x<=0_0615'
d25,d25_14,3,'a0=_0_0175<x<=0_0615'
d25,d25_15,3,'a0=_0_0175<x<=0_0615'
d25,d25_16,1,'a0=0_1375<x<=+inf'
d25,d25_17,1,'a0=0_1375<x<=+inf'
d25,d25_7,3,'a0=0_0615<x<=0_1375'
d25,d25_8,3,'a0=0_0615<x<=0_1375'
d25,d25_9,3,'a0=0_0615<x<=0_1375'
d250,d250_10,3,'a0=_0_0175<x<=0_0615'
d250,d250_11,3,'a0=_0_0175<x<=0_0615'
d250,d250_4,3,'a0=_0_0175<x<=0_0615'
d250,d250_5,3,'a0=_0_0175<x<=0_0615'
d250,d250_8,3,'a0=_0_0175<x<=0_0615'
d250,d250_9,3,'a0=_0_0175<x<=0_0615'
d251,d251_10,3,'a0=0_0615<x<=0_1375'
d251,d251_14,3,'a0=0_0615<x<=0_1375'
d251,d251_15,3,'a0=0_0615<x<=0_1375'
d251,d251_17,3,'a0=0_0615<x<=0_1375'
d251,d251_18,3,'a0=0_0615<x<=0_1375'
d251,d251_22,3,'a0=0_0615<x<=0_1375'
d251,d251_23,3,'a0=0_0615<x<=0_1375'
d251,d251_25,3,'a0=0_0615<x<=0_1375'
d251,d251_26,3,'a0=0_0615<x<=0_1375'
d251,d251_6,3,'a0=0_0615<x<=0_1375'
d251,d251_7,3,'a0=0_0615<x<=0_1375'
d251,d251_9,3,'a0=0_0615<x<=0_1375'
d252,d252_3,3,'a0=0_0615<x<=0_1375'
d252,d252_4,3,'a0=0_0615<x<=0_1375'
d252,d252_6,3,'a0=0_0615<x<=0_1375'
d252,d252_8,3,'a0=0_0615<x<=0_1375'
d252,d252_9,3,'a0=0_0615<x<=0_1375'
d253,d253_10,3,'a0=_0_0175<x<=0_0615'
d253,d253_11,3,'a0=_0_0175<x<=0_0615'
d253,d253_14,3,'a0=_0_0175<x<=0_0615'
d253,d253_15,3,'a0=_0_0175<x<=0_0615'
d253,d253_16,3,'a0=_0_0175<x<=0_0615'
d253,d253_4,3,'a0=_0_0175<x<=0_0615'
d253,d253_5,3,'a0=_0_0175<x<=0_0615'
d253,d253_6,3,'a0=_0_0175<x<=0_0615'
d253,d253_9,3,'a0=_0_0175<x<=0_0615'
d254,d254_10,3,'a0=0_0615<x<=0_1375'
d254,d254_13,3,'a0=0_0615<x<=0_1375'
d254,d254_14,3,'a0=0_0615<x<=0_1375'
d254,d254_16,3,'a0=0_0615<x<=0_1375'
d254,d254_17,3,'a0=0_0615<x<=0_1375'
d254,d254_18,3,'a0=0_0615<x<=0_1375'
d254,d254_4,3,'a0=0_0615<x<=0_1375'
d254,d254_5,3,'a0=0_0615<x<=0_1375'
d254,d254_7,3,'a0=0_0615<x<=0_1375'
d254,d254_9,3,'a0=0_0615<x<=0_1375'
d255,d255_10,3,'a0=_0_0175<x<=0_0615'
d255,d255_11,3,'a0=_0_0175<x<=0_0615'
d255,d255_3,3,'a0=_0_0175<x<=0_0615'
d255,d255_4,3,'a0=_0_0175<x<=0_0615'
d255,d255_5,3,'a0=_0_0175<x<=0_0615'
d255,d255_7,3,'a0=_0_0175<x<=0_0615'
d255,d255_8,3,'a0=_0_0175<x<=0_0615'
d256,d256_15,3,'a0=0_0615<x<=0_1375'
d256,d256_16,3,'a0=0_0615<x<=0_1375'
d256,d256_21,3,'a0=0_0615<x<=0_1375'
d256,d256_22,3,'a0=0_0615<x<=0_1375'
d256,d256_23,3,'a0=0_0615<x<=0_1375'
d256,d256_26,3,'a0=0_0615<x<=0_1375'
d256,d256_27,3,'a0=0_0615<x<=0_1375'
d256,d256_28,3,'a0=0_0615<x<=0_1375'
d256,d256_30,3,'a0=0_1375<x<=+inf'
d256,d256_31,3,'a0=0_1375<x<=+inf'
d256,d256_7,3,'a0=0_1375<x<=+inf'
d256,d256_8,3,'a0=0_1375<x<=+inf'
d257,d257_13,3,'a0=0_0615<x<=0_1375'
d257,d257_14,3,'a0=0_0615<x<=0_1375'
d257,d257_15,3,'a0=0_0615<x<=0_1375'
d257,d257_16,3,'a0=0_0615<x<=0_1375'
d257,d257_17,3,'a0=0_0615<x<=0_1375'
d257,d257_26,3,'a0=0_1375<x<=+inf'
d257,d257_27,3,'a0=0_1375<x<=+inf'
d257,d257_28,3,'a0=0_1375<x<=+inf'
d257,d257_3,3,'a0=0_0615<x<=0_1375'
d257,d257_31,3,'a0=0_0615<x<=0_1375'
d257,d257_32,3,'a0=0_0615<x<=0_1375'
d257,d257_33,3,'a0=0_0615<x<=0_1375'
d257,d257_35,3,'a0=0_0615<x<=0_1375'
d257,d257_36,3,'a0=0_0615<x<=0_1375'
d257,d257_37,3,'a0=0_0615<x<=0_1375'
d257,d257_4,3,'a0=0_0615<x<=0_1375'
d257,d257_5,3,'a0=0_0615<x<=0_1375'
d257,d257_7,3,'a0=0_0615<x<=0_1375'
d257,d257_8,3,'a0=0_0615<x<=0_1375'
d258,d258_10,3,'a0=0_0615<x<=0_1375'
d258,d258_11,3,'a0=0_0615<x<=0_1375'
d258,d258_12,3,'a0=0_0615<x<=0_1375'
d258,d258_16,3,'a0=0_0615<x<=0_1375'
d258,d258_17,3,'a0=0_0615<x<=0_1375'
d258,d258_18,3,'a0=0_0615<x<=0_1375'
d258,d258_26,3,'a0=0_0615<x<=0_1375'
d258,d258_27,3,'a0=0_0615<x<=0_1375'
d258,d258_28,3,'a0=0_0615<x<=0_1375'
d258,d258_29,3,'a0=0_0615<x<=0_1375'
d258,d258_30,3,'a0=0_0615<x<=0_1375'
d258,d258_33,3,'a0=0_0615<x<=0_1375'
d258,d258_34,3,'a0=0_0615<x<=0_1375'
d258,d258_35,3,'a0=0_0615<x<=0_1375'
d258,d258_36,3,'a0=0_0615<x<=0_1375'
d258,d258_37,3,'a0=0_0615<x<=0_1375'
d258,d258_5,3,'a0=0_0615<x<=0_1375'
d258,d258_6,3,'a0=0_0615<x<=0_1375'
d258,d258_7,3,'a0=0_0615<x<=0_1375'
d259,d259_10,3,'a0=0_0615<x<=0_1375'
d259,d259_11,3,'a0=0_0615<x<=0_1375'
d259,d259_15,3,'a0=_0_0175<x<=0_0615'
d259,d259_16,3,'a0=_0_0175<x<=0_0615'
d259,d259_7,3,'a0=0_0615<x<=0_1375'
d259,d259_8,3,'a0=0_0615<x<=0_1375'
d259,d259_9,3,'a0=0_0615<x<=0_1375'
d26,d26_11,3,'a0=_0_0175<x<=0_0615'
d26,d26_12,3,'a0=_0_0175<x<=0_0615'
d26,d26_13,3,'a0=_0_0175<x<=0_0615'
d26,d26_15,3,'a0=_0_0175<x<=0_0615'
d26,d26_16,3,'a0=_0_0175<x<=0_0615'
d26,d26_17,3,'a0=_0_0175<x<=0_0615'
d26,d26_19,3,'a0=_0_0175<x<=0_0615'
d26,d26_20,3,'a0=_0_0175<x<=0_0615'
d26,d26_21,3,'a0=_0_0175<x<=0_0615'
d26,d26_22,1,'a0=0_1375<x<=+inf'
d26,d26_23,1,'a0=0_1375<x<=+inf'
d26,d26_7,3,'a0=0_0615<x<=0_1375'
d26,d26_8,3,'a0=0_0615<x<=0_1375'
d261,d261_10,3,'a0=_0_0175<x<=0_0615'
d261,d261_11,3,'a0=_0_0175<x<=0_0615'
d261,d261_12,3,'a0=_0_0175<x<=0_0615'
d261,d261_13,3,'a0=_0_0175<x<=0_0615'
d261,d261_14,3,'a0=_0_0175<x<=0_0615'
d261,d261_4,3,'a0=_0_0175<x<=0_0615'
d261,d261_5,3,'a0=_0_0175<x<=0_0615'
d261,d261_7,3,'a0=_0_0175<x<=0_0615'
d261,d261_8,3,'a0=_0_0175<x<=0_0615'
d263,d263_4,3,'a0=_0_0175<x<=0_0615'
d263,d263_5,3,'a0=_0_0175<x<=0_0615'
d263,d263_7,3,'a0=_0_0175<x<=0_0615'
d263,d263_8,3,'a0=_0_0175<x<=0_0615'
d263,d263_9,8,'a0=0_1375<x<=+inf'
d264,d264_13,3,'a0=0_0615<x<=0_1375'
d264,d264_14,3,'a0=0_0615<x<=0_1375'
d264,d264_15,3,'a0=0_0615<x<=0_1375'
d264,d264_16,3,'a0=0_0615<x<=0_1375'
d264,d264_17,3,'a0=0_0615<x<=0_1375'
d264,d264_26,3,'a0=0_1375<x<=+inf'
d264,d264_27,3,'a0=0_1375<x<=+inf'
d264,d264_28,3,'a0=0_1375<x<=+inf'
d264,d264_3,3,'a0=0_0615<x<=0_1375'
d264,d264_35,3,'a0=0_0615<x<=0_1375'
d264,d264_36,3,'a0=0_0615<x<=0_1375'
d264,d264_37,3,'a0=0_0615<x<=0_1375'
d264,d264_4,3,'a0=0_0615<x<=0_1375'
d264,d264_5,3,'a0=0_0615<x<=0_1375'
d264,d264_7,3,'a0=0_0615<x<=0_1375'
d264,d264_8,3,'a0=0_0615<x<=0_1375'
d265,d265_10,3,'a0=0_0615<x<=0_1375'
d265,d265_13,3,'a0=0_0615<x<=0_1375'
d265,d265_14,3,'a0=0_0615<x<=0_1375'
d265,d265_15,3,'a0=0_0615<x<=0_1375'
d265,d265_18,1,'a0=0_1375<x<=+inf'
d265,d265_19,3,'a0=0_0615<x<=0_1375'
d265,d265_20,3,'a0=0_0615<x<=0_1375'
d265,d265_21,3,'a0=0_0615<x<=0_1375'
d265,d265_22,3,'a0=0_0615<x<=0_1375'
d265,d265_23,3,'a0=0_0615<x<=0_1375'
d265,d265_24,3,'a0=0_0615<x<=0_1375'
d265,d265_9,3,'a0=0_0615<x<=0_1375'
d266,d266_11,3,'a0=_0_0175<x<=0_0615'
d266,d266_12,3,'a0=_0_0175<x<=0_0615'
d266,d266_13,3,'a0=_0_0175<x<=0_0615'
d266,d266_14,3,'a0=_0_0175<x<=0_0615'
d266,d266_15,3,'a0=_0_0175<x<=0_0615'
d266,d266_16,3,'a0=_0_0175<x<=0_0615'
d266,d266_20,3,'a0=0_0615<x<=0_1375'
d266,d266_21,3,'a0=0_0615<x<=0_1375'
d266,d266_22,3,'a0=_0_0175<x<=0_0615'
d266,d266_23,3,'a0=_0_0175<x<=0_0615'
d266,d266_24,3,'a0=_0_0175<x<=0_0615'
d266,d266_29,3,'a0=0_0615<x<=0_1375'
d266,d266_30,3,'a0=0_0615<x<=0_1375'
d266,d266_31,3,'a0=_0_0175<x<=0_0615'
d266,d266_32,3,'a0=_0_0175<x<=0_0615'
d266,d266_33,3,'a0=_0_0175<x<=0_0615'
d266,d266_36,3,'a0=_0_0175<x<=0_0615'
d266,d266_37,3,'a0=_0_0175<x<=0_0615'
d266,d266_38,3,'a0=_0_0175<x<=0_0615'
d269,d269_13,3,'a0=0_0615<x<=0_1375'
d269,d269_14,3,'a0=0_0615<x<=0_1375'
d269,d269_15,3,'a0=0_0615<x<=0_1375'
d269,d269_16,3,'a0=0_0615<x<=0_1375'
d269,d269_17,3,'a0=0_0615<x<=0_1375'
d269,d269_26,3,'a0=0_1375<x<=+inf'
d269,d269_28,3,'a0=0_0615<x<=0_1375'
d269,d269_29,3,'a0=0_0615<x<=0_1375'
d269,d269_3,3,'a0=0_0615<x<=0_1375'
d269,d269_30,3,'a0=0_0615<x<=0_1375'
d269,d269_33,3,'a0=0_0615<x<=0_1375'
d269,d269_34,3,'a0=0_0615<x<=0_1375'
d269,d269_35,3,'a0=0_0615<x<=0_1375'
d269,d269_37,3,'a0=0_0615<x<=0_1375'
d269,d269_38,3,'a0=0_0615<x<=0_1375'
d269,d269_39,3,'a0=0_0615<x<=0_1375'
d269,d269_4,3,'a0=0_0615<x<=0_1375'
d269,d269_40,3,'a0=0_0615<x<=0_1375'
d269,d269_5,3,'a0=0_0615<x<=0_1375'
d269,d269_7,3,'a0=0_0615<x<=0_1375'
d269,d269_8,3,'a0=0_0615<x<=0_1375'
d27,d27_10,1,'a0=0_1375<x<=+inf'
d27,d27_21,3,'a0=_0_0175<x<=0_0615'
d27,d27_22,3,'a0=0_0615<x<=0_1375'
d27,d27_23,3,'a0=0_0615<x<=0_1375'
d27,d27_6,3,'a0=_0_0175<x<=0_0615'
d27,d27_7,3,'a0=_0_0175<x<=0_0615'
d270,d270_10,3,'a0=0_1375<x<=+inf'
d270,d270_12,3,'a0=0_0615<x<=0_1375'
d270,d270_15,3,'a0=0_0615<x<=0_1375'
d270,d270_23,3,'a0=0_0615<x<=0_1375'
d270,d270_24,3,'a0=0_0615<x<=0_1375'
d270,d270_25,3,'a0=0_0615<x<=0_1375'
d270,d270_26,3,'a0=0_0615<x<=0_1375'
d270,d270_27,3,'a0=0_0615<x<=0_1375'
d270,d270_30,3,'a0=0_0615<x<=0_1375'
d270,d270_31,3,'a0=0_0615<x<=0_1375'
d270,d270_32,3,'a0=0_0615<x<=0_1375'
d270,d270_33,3,'a0=0_0615<x<=0_1375'
d270,d270_34,3,'a0=0_0615<x<=0_1375'
d270,d270_38,3,'a0=0_0615<x<=0_1375'
d270,d270_39,3,'a0=0_0615<x<=0_1375'
d270,d270_40,3,'a0=0_0615<x<=0_1375'
d270,d270_41,3,'a0=0_0615<x<=0_1375'
d270,d270_42,3,'a0=0_0615<x<=0_1375'
d270,d270_46,3,'a0=0_0615<x<=0_1375'
d270,d270_47,3,'a0=0_0615<x<=0_1375'
d270,d270_48,3,'a0=0_0615<x<=0_1375'
d270,d270_49,3,'a0=0_0615<x<=0_1375'
d270,d270_50,3,'a0=0_0615<x<=0_1375'
d270,d270_7,3,'a0=0_1375<x<=+inf'
d270,d270_8,3,'a0=0_1375<x<=+inf'
d270,d270_9,3,'a0=0_1375<x<=+inf'
d271,d271_11,3,'a0=0_0615<x<=0_1375'
d271,d271_12,3,'a0=0_0615<x<=0_1375'
d271,d271_13,3,'a0=0_0615<x<=0_1375'
